Database	ID	Name	Category	Genes	Metabolites	Associated_Metabolite_Sets
SMPDB	SMP0000226	Omeprazole Action Pathway	Drug Action	ATP4B;ATP4A;CLIC2;SLC26A3;CA1;HRH2;CCKBR;SST;CHRM3	HMDB0001913;HMDB0001362;HMDB0061275;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000227	Lansoprazole Action Pathway	Drug Action	ATP4B;ATP4A;CLIC2;SLC26A3;CA1;HRH2;CCKBR;SST;CHRM3	HMDB0061276;HMDB0005008;HMDB0059597;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000228	Pantoprazole Action Pathway	Drug Action	ATP4B;ATP4A;CLIC2;SLC26A3;CA1;HRH2;CCKBR;SST;CHRM3	HMDB0005017;HMDB0001362;HMDB0061277;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000229	Rabeprazole Action Pathway	Drug Action	ATP4B;ATP4A;CLIC2;SLC26A3;CA1;HRH2;CCKBR;SST;CHRM3	HMDB0005026;HMDB0001362;HMDB0061278;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000230	Ranitidine Action Pathway	Drug Action	HRH2;CLIC2;SLC26A3;CA1;ATP4B;ATP4A;CCKBR;SST;CHRM3	HMDB0001930;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000231	Famotidine Action Pathway	Drug Action	HRH2;CLIC2;SLC26A3;CA1;ATP4B;ATP4A;CCKBR;SST;CHRM3	HMDB0001919;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000232	Cimetidine Action Pathway	Drug Action	HRH2;CLIC2;SLC26A3;CA1;ATP4B;ATP4A;CCKBR;SST;CHRM3	HMDB0014644;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000233	Nizatidine Action Pathway	Drug Action	HRH2;CLIC2;SLC26A3;CA1;ATP4B;ATP4A;CCKBR;SST;CHRM3	HMDB0014723;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000246	Pirenzepine Action Pathway	Drug Action	CHRM3;CLIC2;SLC26A3;CA1;ATP4B;ATP4A;HRH2;CCKBR;SST	HMDB0014808;HMDB0000595;HMDB0000492;HMDB0002111;HMDB0001967;HMDB0059597;HMDB0001303;HMDB0000538;HMDB0000586;HMDB0001341;HMDB0001429;HMDB0000870;HMDB0000895	
SMPDB	SMP0000078	Chlorothiazide Action Pathway	Drug Action	SLC22A6;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015018;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000080	Polythiazide Action Pathway	Drug Action	SLC22A6;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015419;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000081	Methyclothiazide Action Pathway	Drug Action	SLC22A6;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014377;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000088	Bumetanide Action Pathway	Drug Action	SLC22A6;SLC12A1;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015024;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000090	Bendroflumethiazide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014580;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000091	Quinethazone Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015420;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000097	Ethacrynic Acid Action Pathway	Drug Action	SLC22A6;SLC12A1;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015039;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000100	Hydrochlorothiazide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0001928;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000103	Cyclothiazide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014744;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000105	Metolazone Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014665;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000108	Hydroflumethiazide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014912;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000110	Indapamide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014946;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000115	Furosemide Action Pathway	Drug Action	SLC22A6;SLC12A1;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0001933;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000118	Torsemide Action Pathway	Drug Action	SLC12A1;SLC22A6;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014359;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000121	Trichlormethiazide Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0015156;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000122	Chlorthalidone Action Pathway	Drug Action	SLC12A3;SLC22A6;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014455;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000132	Triamterene Action Pathway	Drug Action	SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC22A2;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC22A6;SLC12A6;AQP2;AQP3;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0001940;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000133	Amiloride Action Pathway	Drug Action	SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC22A2;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC22A6;SLC12A6;AQP2;AQP3;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;NR3C2;SLC3A1;SLC7A9;SLC14A2	HMDB0014732;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000037;HMDB0000574	
SMPDB	SMP0000134	Spironolactone Action Pathway	Drug Action	NR3C2;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC22A6;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;SLC3A1;SLC7A9;SLC14A2	HMDB0014565;HMDB0000037;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000574	
SMPDB	SMP0000135	Eplerenone Action Pathway	Drug Action	NR3C2;SLC12A3;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;CLCNKA;AQP1;SLC12A1;SLC22A6;SLC12A6;SLC22A2;AQP2;AQP3;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC1A1;SLC7A8;SLC3A2;SLC7A5;SLC6A20;SLC38A4;SLC7A7;SLC7A6;SLC3A1;SLC7A9;SLC14A2	HMDB0014838;HMDB0000037;HMDB0000492;HMDB0000588;HMDB0000586;HMDB0002111;HMDB0000294;HMDB0000595;HMDB0000574	
SMPDB	SMP0000247	Azithromycin Action Pathway	Drug Action		HMDB0014352;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000248	Clarithromycin Action Pathway	Drug Action		HMDB0015342;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000249	Clindamycin Action Pathway	Drug Action		HMDB0015321;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000250	Erythromycin Action Pathway	Drug Action		HMDB0014344;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000251	Roxithromycin Action Pathway	Drug Action		HMDB0014916;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000252	Telithromycin Action Pathway	Drug Action		HMDB0015111;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000253	Amikacin Action Pathway	Drug Action		HMDB0014622;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000254	Gentamicin Action Pathway	Drug Action		HMDB0014936;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000255	Kanamycin Action Pathway	Drug Action		HMDB0015303;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000256	Neomycin Action Pathway	Drug Action		HMDB0015129;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000257	Netilmicin Action Pathway	Drug Action		HMDB0015090;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000258	Spectinomycin Action Pathway	Drug Action		HMDB0015055;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000259	Streptomycin Action Pathway	Drug Action		HMDB0015214;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000290	Demeclocycline Action Pathway	Drug Action		HMDB0014756;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000291	Doxycycline Action Pathway	Drug Action		HMDB0014399;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000292	Minocycline Action Pathway	Drug Action		HMDB0015152;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000293	Oxytetracycline Action Pathway	Drug Action		HMDB0014733;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000294	Tetracycline Action Pathway	Drug Action		HMDB0014897;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000295	Lymecycline Action Pathway	Drug Action		HMDB0014401;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	
SMPDB	SMP0000296	Acebutolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015324;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000297	Alprenolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015004;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000298	Atenolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0001924;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000299	Betaxolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0014341;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
